track_name,artist_name,album_name,track_url,popularity,duration_ms,popularity_normalized,duration_min,duration_normalized,alt z,art pop,atl hip hop,bedroom pop,canadian contemporary r&b,chicago rap,children's music,chill abstract hip hop,classic oklahoma country,conscious hip hop,contemporary country,corrido,country rap,dark r&b,dark trap,dfw rap,flamenco fusion,florida drill,gen z singer-songwriter,hip hop,indie folk,indie pop,irish singer-songwriter,k-pop,memphis hip hop,metropopolis,modern country pop,pop,pop soul,puerto rican pop,r&b,rap,reggaeton,romanian pop,singer-songwriter pop,slowed and reverb,social media pop,southern hip hop,trap queen,uk pop,cluster,pca_1,pca_2
Close To You,Gracie Abrams,The Secret of Us,https://open.spotify.com/track/5wbg8kepMFoMzHOEuxiI0q,82,225973,0.82,3.7662166666666668,0.3778079982541909,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,25943.28269638826,3.296494558854806
Popular,Ariana Grande,Wicked: The Soundtrack,https://open.spotify.com/track/3i8fIJNV0yuC4kXT3SkVBZ,84,241501,0.84,4.025016666666667,0.41913257770314327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,41471.28274055864,4.934826067959317
Crybaby,SZA,SOS Deluxe: LANA,https://open.spotify.com/track/1g7pFO1WtclKCuIQiS8sNM,80,241948,0.8,4.032466666666667,0.42032217630010893,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,41918.282646937085,0.9243117267943707
wacced out murals,Kendrick Lamar,GNX,https://open.spotify.com/track/5gOfC9UzZQzTyShqPMrpjT,84,317092,0.84,5.284866666666667,0.6203024827215462,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,117062.28273146665,3.165823956965502
Diet Pepsi,Addison Rae,Diet Pepsi,https://open.spotify.com/track/6MzofobZt2dm0Kf1hTThFz,85,169697,0.85,2.8282833333333333,0.2280409945789433,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,-30332.71722584754,7.611469223922138
Apple,Charli xcx,BRAT,https://open.spotify.com/track/19RybK6XDbAVpcdxSbZL1o,82,151739,0.82,2.528983333333333,0.18024946973709072,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-48290.71729305767,5.03398149265905
Boys Back Home,"Dylan Marlowe, Dylan Scott",Boys Back Home,https://open.spotify.com/track/1hgINxfKQlJOikzd9skvC2,60,165835,0.6,2.763916666666667,0.21776307560471264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-34194.71780982396,-17.301601979106
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",DS4EVER,https://open.spotify.com/track/6tsVFchreYTt2OPXSOoFCX,58,120000,0.58,2.0,0.09578264676373295,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,-80029.71785142418,-18.227449800373563
Kitchen,SZA,SOS Deluxe: LANA,https://open.spotify.com/track/3VPeA7IW68QRNTfgzb6biZ,80,172171,0.8,2.8695166666666667,0.23462503692545983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,-27858.71734375395,2.556259642200948
Peekaboo,Super Simple Songs,Baby Shark & More Kids Songs,https://open.spotify.com/track/422QSRjDkp8dBw3Yh24AUx,48,84009,0.48,1.40015,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,-116020.71808022147,-27.386682104339265
Burning Down (with Joe Jonas),"Alex Warren, Joe Jonas",Burning Down (with Joe Jonas),https://open.spotify.com/track/3diSxgK7bRIZzqu5IqFgd1,74,179437,0.74,2.9906166666666665,0.2539620020385515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-20592.717484401575,-3.617031669762283
Disease,Lady Gaga,Disease,https://open.spotify.com/track/19KlZwqlT3fguP2BeHF1Q1,83,229997,0.83,3.833283333333333,0.3885170469212816,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,29967.282719892362,4.2036945019949625
Gang Baby,NLE Choppa,SLUT SZN,https://open.spotify.com/track/76Ku9OBFK1NjMylR8r4WLK,82,138180,0.82,2.303,0.14416497896246777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,-61849.7172919459,5.348437309804661
Khé?,"Rauw Alejandro, Romeo Santos",Cosa Nuestra,https://open.spotify.com/track/1YYfyJ2yCvGFCxwjsIqEK9,88,206066,0.88,3.4344333333333332,0.3248296106260163,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,6036.282839586116,9.761595839857383
Brokey,Latto,Sugar Honey Iced Tea,https://open.spotify.com/track/1JF8LkQWZ8grXb2emqrNKn,70,217613,0.7,3.6268833333333332,0.3555595770670939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,17583.282417102844,-8.510187568705573
Juno,Sabrina Carpenter,Short n' Sweet,https://open.spotify.com/track/21B4gaTWnTkuSh77iWEXdS,86,223192,0.86,3.719866666666667,0.3704069385267607,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,23162.282789782173,7.363067804001552
Nadie,Farruko,Gangalee,https://open.spotify.com/track/0REjFxlMJRQxPqWSdmXiAT,48,228760,0.48,3.812666666666667,0.38522502574802336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,28730.28190109928,-30.772203984478953
What Is This Feeling?,"Ariana Grande, Cynthia Erivo",Wicked: The Soundtrack,https://open.spotify.com/track/7eGuPhpdS8sBjPJNuAShUX,84,228947,0.84,3.8157833333333335,0.38572268780089264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,28917.28274223345,5.228439638763649
El Club,"Yusei, Ydd Matt",Yusei 1am Vibe,https://open.spotify.com/track/0OZpnawYLRYZginHOpsOb9,3,232272,0.03,3.8712,0.39457149168212435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0,32242.28084804625,-75.85725457154322
"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)","Kendrick Lamar, Wallie the Sensei, Siete7x, Roddy Ricch",GNX,https://open.spotify.com/track/4K1Pg0FLno1ltzX3jeqT83,83,131240,0.83,2.187333333333333,0.1256955958238968,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,-68789.71726712924,6.512524723089345
PIToRRO DE COCO,Bad Bunny,PIToRRO DE COCO,https://open.spotify.com/track/1OSOHTBFkIkhUtxhOyUksc,80,206627,0.8,3.443783333333333,0.3263225967846241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,6597.28265254739,1.7459227755412774
The Largest,BigXthaPlug,TAKE CARE,https://open.spotify.com/track/3neOwym9kfYsM1QWaR77C1,73,132160,0.73,2.2026666666666666,0.12814398667223764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,-67869.71750189338,-3.5111295800438542
Wondering Why,The Red Clay Strays,Moment of Truth,https://open.spotify.com/track/1HbzxLqpNVPdiBXvpC7Ovb,80,232917,0.8,3.88195,0.39628802657036327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,32887.282649036184,1.129780313986206
Ends of the Earth,Lord Huron,Lonesome Dreams (Bonus Track Version),https://open.spotify.com/track/0iMt8ZMe2BsNvsF9LFDOAn,69,284146,0.69,4.735766666666667,0.5326234774069413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,84116.28238511397,-11.066401785590376
Chill Baby,SZA,SOS Deluxe: LANA,https://open.spotify.com/track/0qpdzfTxAkOREtvvGO5oew,78,140637,0.78,2.34395,0.15070377930417797,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,-59392.71738632795,1.2937484469903644
Holy Smokes,Bailey Zimmerman,Holy Smokes,https://open.spotify.com/track/1kMWJ16W3Yk3hyNmaM7jfQ,75,195157,0.75,3.2526166666666665,0.295797550012375,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-4872.7174628981375,-2.9848044755999945
High Road,Zach Bryan,High Road,https://open.spotify.com/track/4CcozggmhXmndssEDH6YHR,75,199893,0.75,3.33155,0.3084014402925295,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,-136.71746365529108,-3.0955656526330193
on one tonight,Gunna,One of Wun,https://open.spotify.com/track/6EUcP55GlbmsmCzfL2vxtZ,84,90760,0.84,1.5126666666666666,0.017966398496900914,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,-109269.71723937085,8.456806001263184
Cowboy Songs,George Birge,Cowboy Songs,https://open.spotify.com/track/7LV9OX6WfOTndB4BqoXDEE,56,187186,0.56,3.1197666666666666,0.27458437234702215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,-12843.717906234338,-21.801020102658544
